time,累计流量(立方米),化学需氧量(毫克/升)监测值,化学需氧量排放量（千克）,氨氮(毫克/升)监测值,氨氮排放量(千克),总氮(毫克/升)监测值,总氮排放量(千克),总磷(毫克/升)监测值,总磷排放量(千克),累计流量(立方米).1,pH监测最小值,pH监测平均值,pH监测最大值,化学需氧量(毫克/升)监测值.1,化学需氧量排放量（千克）.1,氨氮(毫克/升)监测值.1,氨氮排放量（千克）,总氮(毫克/升)监测值.1,总氮排放量（千克）,总磷(毫克/升)监测值.1,总磷排放量（千克）,水温(摄氏度)监测最小值,水温(摄氏度)监测平均值,水温(摄氏度)监测最大值,anomaly
2024-04-14 06,992.231,458,454.442,15.74,15.618,35.726,35.448,3.28,3.255,955.685,7.013,7.013,7.013,16,15.291,0.51,0.487,6.412,6.128,0.15,0.143,19.763,19.763,19.763,
2024-04-14 05,990.81,332,328.949,15.96,15.813,38.466,38.112,3,2.972,929.707,6.996,6.996,6.996,12,11.156,0.53,0.493,6.601,6.137,0.17,0.158,19.759,19.759,19.759,
2024-04-14 04,952.584,332,316.258,15.96,15.203,38.466,36.642,3,2.858,897.84,6.992,6.992,6.992,12,10.774,0.53,0.476,6.601,5.927,0.17,0.153,19.818,19.818,19.818,
2024-04-14 03,967.634,396,383.183,15.67,15.163,33.483,32.399,3.18,3.077,918.962,6.977,6.977,6.977,15,13.784,0.52,0.478,6.663,6.123,0.15,0.138,19.811,19.811,19.811,
2024-04-14 02,980.632,396,388.33,15.67,15.367,33.483,32.834,3.18,3.118,939.008,6.95,6.95,6.95,15,14.085,0.52,0.488,6.663,6.257,0.15,0.141,19.838,19.838,19.838,
2024-04-14 01,997.6,323,322.225,16.6,16.56,34.298,34.216,2.76,2.753,964.972,6.982,6.982,6.982,16,15.44,0.37,0.357,6.725,6.489,0.14,0.135,19.841,19.841,19.841,
2024-04-14 00,1000.498,323,323.161,16.6,16.608,34.298,34.315,2.76,2.761,975.923,6.984,6.984,6.984,16,15.615,0.37,0.361,6.725,6.563,0.14,0.137,19.869,19.869,19.869,
2024-04-13 23,996.63,379,377.723,16.01,15.956,33.27,33.158,3.09,3.08,954.657,6.974,6.974,6.974,13,12.411,0.44,0.42,6.724,6.419,0.15,0.143,19.892,19.892,19.892,
2024-04-13 22,975.676,379,369.781,16.01,15.621,33.27,32.461,3.09,3.015,919.608,6.998,6.998,6.998,13,11.955,0.44,0.405,6.724,6.183,0.15,0.138,19.894,19.894,19.894,
2024-04-13 21,983.226,336,330.364,15.98,15.712,34.631,34.05,2.73,2.684,938.773,6.988,6.988,6.988,15,14.082,0.55,0.516,6.739,6.326,0.16,0.15,19.942,19.942,19.942,
2024-04-13 20,1007.84,336,338.634,15.98,16.105,34.631,34.903,2.73,2.751,949.719,6.993,6.993,6.993,15,14.246,0.55,0.522,6.739,6.4,0.16,0.152,19.965,19.965,19.965,
2024-04-13 19,1010.492,373,376.914,16.78,16.956,33.169,33.517,2.75,2.779,943.751,6.983,6.983,6.983,12,11.325,0.34,0.321,6.831,6.447,0.15,0.142,20.02,20.02,20.02,
2024-04-13 18,995.237,373,371.223,16.78,16.7,33.169,33.011,2.75,2.737,955.968,6.979,6.979,6.979,12,11.472,0.34,0.325,6.831,6.53,0.15,0.143,20.067,20.067,20.067,
2024-04-13 17,998.229,314,313.444,17.34,17.309,33.924,33.864,2.82,2.815,986.038,6.975,6.975,6.975,14,13.805,0.56,0.552,6.938,6.841,0.14,0.138,20.112,20.112,20.112,
2024-04-13 16,958.192,314,300.872,17.34,16.615,33.924,32.506,2.82,2.702,1006.663,6.963,6.963,6.963,14,14.093,0.56,0.564,6.938,6.984,0.14,0.141,20.091,20.091,20.091,
2024-04-13 15,963.692,420,404.751,17.23,16.604,33.012,31.813,2.66,2.563,1037.944,6.955,6.955,6.955,13,13.493,0.51,0.529,6.914,7.176,0.17,0.176,20.084,20.084,20.084,
2024-04-13 14,969.148,420,407.042,17.23,16.698,33.012,31.994,2.66,2.578,978.555,6.911,6.911,6.911,13,12.721,0.51,0.499,6.914,6.766,0.17,0.166,20.034,20.034,20.034,
2024-04-13 13,967.308,346,334.689,17.12,16.56,33.062,31.981,2.94,2.844,966.507,6.829,6.829,6.829,15,14.498,0.69,0.667,6.849,6.62,0.15,0.145,19.983,19.983,19.983,
2024-04-13 12,940.133,346,325.286,17.12,16.095,33.062,31.083,2.94,2.764,1060.711,6.737,6.737,6.737,15,15.911,0.69,0.732,6.849,7.265,0.15,0.159,19.932,19.932,19.932,
2024-04-13 11,685.929,327,224.299,17.79,12.203,33.492,22.973,2.83,1.941,725.368,6.746,6.746,6.746,17,12.331,0.37,0.268,6.838,4.96,0.14,0.102,19.831,19.831,19.831,
2024-04-13 10,542.365,327,177.353,17.79,9.649,33.492,18.165,2.83,1.535,372.001,6.736,6.736,6.736,17,6.324,0.37,0.138,6.838,2.544,0.14,0.052,19.807,19.807,19.807,
2024-04-13 09,1003.643,314,315.144,17.45,17.514,37.781,37.919,3.22,3.232,831.971,6.791,6.791,6.791,14,11.648,0.64,0.532,6.99,5.815,0.16,0.133,19.682,19.682,19.682,
2024-04-13 08,643.396,314,202.026,17.45,11.227,37.781,24.308,3.22,2.072,376.621,6.878,6.878,6.878,14,5.273,0.64,0.241,6.99,2.633,0.16,0.06,19.635,19.635,19.635,
2024-04-13 07,152.393,328,49.985,17.71,2.699,59.585,9.08,3.03,0.462,427.025,7.023,7.023,7.023,15,6.405,0.57,0.243,7.335,3.132,0.14,0.06,19.613,19.613,19.613,
2024-04-13 06,951.551,328,312.109,17.71,16.852,59.585,56.698,3.03,2.883,902.974,6.934,6.934,6.934,15,13.545,0.57,0.515,7.335,6.623,0.14,0.126,19.639,19.639,19.639,
2024-04-13 05,968.139,332,321.422,17.51,16.952,39.405,38.15,3.48,3.369,915.04,6.94,6.94,6.94,15,13.726,0.48,0.439,7.862,7.194,0.16,0.146,19.632,19.632,19.632,
2024-04-13 04,985.32,332,327.126,17.51,17.253,39.405,38.827,3.48,3.429,933.458,6.925,6.925,6.925,15,14.002,0.48,0.448,7.862,7.339,0.16,0.149,19.609,19.609,19.609,
2024-04-13 03,1002.177,328,328.714,19.11,19.152,35.743,35.821,3.29,3.297,952.879,6.956,6.956,6.956,14,13.34,0.63,0.6,8.021,7.643,0.15,0.143,19.582,19.582,19.582,
2024-04-13 02,1017.724,328,333.813,19.11,19.449,35.743,36.377,3.29,3.348,969.246,6.971,6.971,6.971,14,13.569,0.63,0.611,8.021,7.774,0.15,0.145,19.581,19.581,19.581,
2024-04-13 01,1020.012,309,315.184,17.35,17.697,37.159,37.903,3.12,3.182,990.832,6.982,6.982,6.982,13,12.881,0.58,0.575,8.055,7.981,0.17,0.168,19.605,19.605,19.605,
2024-04-13 00,987.611,309,305.172,17.35,17.135,37.159,36.699,3.12,3.081,891.456,6.982,6.982,6.982,13,11.589,0.58,0.517,8.055,7.181,0.17,0.152,19.63,19.63,19.63,
2024-04-12 23,989.375,450,445.219,17.67,17.482,34.853,34.483,3.1,3.067,1067.85,7.02,7.02,7.02,15,16.018,0.4,0.427,8.106,8.656,0.15,0.16,19.659,19.659,19.659,
2024-04-12 22,983.67,450,442.651,17.67,17.381,34.853,34.284,3.1,3.049,929.153,6.979,6.979,6.979,15,13.937,0.4,0.372,8.106,7.532,0.15,0.139,19.708,19.708,19.708,
2024-04-12 21,977.718,320,312.87,17.15,16.768,38.702,37.84,3.14,3.07,950.079,6.963,6.963,6.963,16,15.201,0.55,0.523,8.013,7.613,0.16,0.152,19.757,19.757,19.757,
2024-04-12 20,995.95,320,318.704,17.15,17.081,38.702,38.545,3.14,3.127,988.613,6.979,6.979,6.979,16,15.818,0.55,0.544,8.013,7.922,0.16,0.158,19.834,19.834,19.834,
2024-04-12 19,1015.102,309,313.667,18.98,19.267,33.356,33.86,2.84,2.883,1059.416,6.983,6.983,6.983,14,14.832,0.56,0.593,8.062,8.541,0.15,0.159,19.906,19.906,19.906,
2024-04-12 18,984.265,309,304.138,18.98,18.681,33.356,32.831,2.84,2.795,1014.493,6.979,6.979,6.979,14,14.203,0.56,0.568,8.062,8.179,0.15,0.152,20.008,20.008,20.008,
2024-04-12 17,950.237,310,294.573,18.1,17.199,34.056,32.361,2.59,2.461,886.595,7,7,7,13,11.526,0.49,0.434,7.999,7.092,0.16,0.142,20.078,20.078,20.078,
2024-04-12 16,732.138,310,226.963,18.1,13.252,34.056,24.934,2.59,1.896,278.599,6.934,6.934,6.934,13,3.622,0.49,0.137,7.999,2.229,0.16,0.045,20.048,20.048,20.048,
2024-04-12 15,63.032,310,19.54,16.47,1.038,34.033,2.145,2.52,0.159,192.539,7.077,7.077,7.077,14,2.696,0.56,0.108,7.984,1.537,0.15,0.029,20.019,20.019,20.019,
2024-04-12 14,882.342,310,273.526,16.47,14.532,34.033,30.029,2.52,2.224,893.027,6.923,6.923,6.923,14,12.502,0.56,0.5,7.984,7.13,0.15,0.134,19.921,19.921,19.921,
2024-04-12 13,902.484,309,278.868,15.55,14.034,33.808,30.511,1.76,1.588,927.357,6.938,6.938,6.938,17,15.765,0.53,0.491,7.988,7.408,0.14,0.13,19.819,19.819,19.819,
2024-04-12 12,911.49,309,281.65,15.55,14.174,33.808,30.816,1.76,1.604,915.209,6.917,6.917,6.917,17,15.559,0.53,0.485,7.988,7.311,0.14,0.128,19.667,19.667,19.667,
2024-04-12 11,944.27,316,298.389,16.68,15.75,34.023,32.127,2.93,2.767,946.113,6.944,6.944,6.944,17,16.084,1.03,0.974,7.741,7.324,0.19,0.18,19.544,19.544,19.544,
2024-04-12 10,739.202,316,233.588,16.68,12.33,34.023,25.15,2.93,2.166,684.589,6.972,6.972,6.972,14,9.584,1.03,0.705,7.513,5.143,0.14,0.096,19.393,19.393,19.393,
2024-04-12 09,976.735,330,322.323,15.4,15.042,34.56,33.756,3.08,3.008,950.441,6.986,6.986,6.986,15,14.257,0.61,0.58,7.538,7.164,0.18,0.171,19.29,19.29,19.29,
2024-04-12 08,928.323,330,306.347,15.4,14.296,34.56,32.083,3.08,2.859,1038.17,6.987,6.987,6.987,15,15.573,0.61,0.633,7.538,7.826,0.18,0.187,19.244,19.244,19.244,
2024-04-12 07,944.036,279,263.386,15.23,14.378,50.259,47.446,2.93,2.766,935.882,6.975,6.975,6.975,14,13.102,0.55,0.515,7.709,7.215,0.16,0.15,19.242,19.242,19.242,
2024-04-12 06,945.047,279,263.668,15.23,14.393,50.259,47.497,2.93,2.769,933.832,6.978,6.978,6.978,14,13.074,0.55,0.514,7.709,7.199,0.16,0.149,19.242,19.242,19.242,
2024-04-12 05,957.513,270,258.529,16.91,16.192,33.538,32.113,2.95,2.825,944.769,6.993,6.993,6.993,16,15.116,0.53,0.501,7.89,7.454,0.15,0.142,19.267,19.267,19.267,
2024-04-12 04,974.867,270,263.214,16.91,16.485,33.538,32.695,2.95,2.876,971.376,6.95,6.95,6.95,16,15.542,0.53,0.515,7.89,7.664,0.15,0.146,19.294,19.294,19.294,
2024-04-12 03,1035.382,300,310.615,17.2,17.809,35.763,37.028,3.51,3.634,1000.62,6.94,6.94,6.94,14,14.009,0.58,0.58,8.112,8.117,0.17,0.17,19.318,19.318,19.318,
2024-04-12 02,1015.425,300,304.628,17.2,17.465,35.763,36.315,3.51,3.564,1069.585,6.933,6.933,6.933,14,14.974,0.58,0.62,8.112,8.676,0.17,0.182,19.336,19.336,19.336,
2024-04-12 01,1004.089,301,302.231,17.17,17.24,34.818,34.96,2.57,2.581,1011.947,6.971,6.971,6.971,12,12.143,0.49,0.496,8.122,8.219,0.15,0.152,19.367,19.367,19.367,
2024-04-12 00,830.752,301,250.056,17.17,14.264,34.818,28.925,2.57,2.135,240.703,6.99,6.99,6.99,12,2.888,0.49,0.118,8.122,1.955,0.15,0.036,19.421,19.421,19.421,
2024-04-11 23,60.153,334,20.091,16.96,1.02,34.269,2.061,2.85,0.171,0.323,7.078,7.078,7.078,11,0.004,0.57,0,8.024,0.003,0.17,0,19.447,19.447,19.447,
2024-04-11 22,60.157,334,20.092,16.96,1.02,34.269,2.062,2.85,0.171,6.617,7.049,7.049,7.049,11,0.073,0.57,0.004,8.024,0.053,0.17,0.001,19.472,19.472,19.472,
2024-04-11 21,60.141,307,18.463,17.05,1.025,33.776,2.031,2.62,0.158,6.896,7.038,7.038,7.038,13,0.09,0.52,0.004,8.079,0.056,0.16,0.001,19.522,19.522,19.522,
2024-04-11 20,272.994,307,83.809,17.05,4.655,33.776,9.221,2.62,0.715,496.645,7.055,7.055,7.055,13,6.456,0.52,0.258,8.079,4.012,0.16,0.079,19.547,19.547,19.547,
2024-04-11 19,985.114,318,313.266,16.79,16.54,33.938,33.433,2.84,2.798,930.278,6.959,6.959,6.959,10,9.303,0.5,0.465,8.003,7.445,0.18,0.167,19.542,19.542,19.542,
2024-04-11 18,984.591,318,313.1,16.79,16.531,33.938,33.415,2.84,2.796,919.676,6.973,6.973,6.973,10,9.197,0.5,0.46,8.003,7.36,0.18,0.166,19.593,19.593,19.593,
2024-04-11 17,984.569,458,450.933,16.73,16.472,34.095,33.569,2.41,2.373,926.009,6.963,6.963,6.963,12,11.112,0.63,0.583,7.754,7.18,0.16,0.148,19.617,19.617,19.617,
2024-04-11 16,930.752,458,426.284,16.73,15.571,34.095,31.734,2.41,2.243,843.428,6.959,6.959,6.959,12,10.121,0.63,0.531,7.754,6.54,0.16,0.135,19.637,19.637,19.637,
2024-04-11 15,825.852,297,245.278,16.27,13.437,33.484,27.653,2.89,2.387,839.138,6.922,6.922,6.922,11,9.231,0.47,0.394,7.445,6.247,0.15,0.126,19.58,19.58,19.58,
2024-04-11 14,973.904,297,289.25,16.27,15.845,33.484,32.61,2.89,2.815,954.46,6.927,6.927,6.927,11,10.499,0.47,0.449,7.445,7.106,0.15,0.143,19.611,19.611,19.611,
2024-04-11 13,973.923,443,431.448,14.61,14.229,33.692,32.813,2.59,2.522,927.234,6.885,6.885,6.885,14,12.981,0.57,0.529,7.244,6.717,0.14,0.13,19.529,19.529,19.529,
2024-04-11 12,960.261,443,425.396,14.61,14.029,33.692,32.353,2.59,2.487,886.916,6.876,6.876,6.876,14,12.417,0.57,0.506,7.244,6.425,0.14,0.124,19.405,19.405,19.405,
2024-04-11 11,957.132,299,286.182,15.7,15.027,32.944,31.532,2.74,2.623,937.962,6.891,6.891,6.891,15,14.069,0.58,0.544,7.163,6.719,0.16,0.15,19.305,19.305,19.305,
2024-04-11 10,977.255,299,292.199,15.7,15.343,32.944,32.195,2.74,2.678,936.978,6.973,6.973,6.973,15,14.055,0.58,0.543,7.163,6.712,0.16,0.15,19.208,19.208,19.208,
2024-04-11 09,854.813,444,379.537,16.05,13.72,33.687,28.796,2.7,2.308,568.575,6.997,6.997,6.997,16,9.097,0.65,0.37,7.103,4.039,0.15,0.085,19.129,19.129,19.129,
2024-04-11 08,675.638,444,299.983,16.05,10.844,33.687,22.76,2.7,1.824,881.27,7.108,7.108,7.108,16,14.1,0.65,0.573,7.103,6.26,0.15,0.132,19.05,19.05,19.05,
2024-04-11 07,969.423,302,292.766,16.45,15.947,34.502,33.447,3.28,3.18,950.479,7.022,7.022,7.022,13,12.356,0.56,0.532,7.215,6.858,0.14,0.133,19.053,19.053,19.053,
2024-04-11 06,947.074,302,286.016,16.45,15.579,34.502,32.676,3.28,3.106,947.394,7.016,7.016,7.016,13,12.316,0.56,0.531,7.215,6.835,0.14,0.133,19.053,19.053,19.053,
2024-04-11 05,955.395,459,438.526,14.48,13.834,34.347,32.815,2.71,2.589,957.264,6.99,6.99,6.99,12,11.487,0.58,0.555,7.367,7.052,0.16,0.153,19.075,19.075,19.075,
2024-04-11 04,961.534,459,441.344,14.48,13.923,34.347,33.026,2.71,2.606,963.615,6.976,6.976,6.976,12,11.563,0.58,0.559,7.367,7.099,0.16,0.154,19.107,19.107,19.107,
2024-04-11 03,981.051,302,296.277,16.03,15.726,33.488,32.853,2.75,2.698,964.272,6.971,6.971,6.971,14,13.5,0.54,0.521,7.544,7.274,0.15,0.145,19.104,19.104,19.104,
2024-04-11 02,1010.149,302,305.065,16.03,16.193,33.488,33.828,2.75,2.778,975.851,6.961,6.961,6.961,14,13.662,0.54,0.527,7.544,7.362,0.15,0.146,19.136,19.136,19.136,
2024-04-11 01,1033.095,480,495.886,16.55,17.098,35.602,36.78,2.95,3.048,989.49,6.971,6.971,6.971,14,13.853,0.51,0.505,7.583,7.503,0.16,0.158,19.183,19.183,19.183,
2024-04-11 00,970.296,480,465.742,16.55,16.058,35.602,34.544,2.95,2.862,913.083,6.932,6.932,6.932,14,12.783,0.51,0.466,7.583,6.924,0.16,0.146,19.208,19.208,19.208,
2024-04-10 23,1018.324,308,313.644,16.07,16.364,33.445,34.058,3.02,3.075,995.685,6.987,6.987,6.987,12,11.948,0.55,0.548,7.627,7.594,0.15,0.149,19.233,19.233,19.233,
2024-04-10 22,1003.177,308,308.978,16.07,16.121,33.445,33.551,3.02,3.03,975.957,6.933,6.933,6.933,12,11.711,0.55,0.537,7.627,7.444,0.15,0.146,19.259,19.259,19.259,
2024-04-10 21,1032.222,496,511.982,16.24,16.763,34.045,35.142,2.6,2.684,1003.266,6.945,6.945,6.945,13,13.042,0.54,0.542,7.519,7.544,0.16,0.161,19.292,19.292,19.292,
2024-04-10 20,1019.726,496,505.784,16.24,16.56,34.045,34.717,2.6,2.651,1000.423,6.927,6.927,6.927,13,13.005,0.54,0.54,7.519,7.522,0.16,0.16,19.336,19.336,19.336,
2024-04-10 19,1095.579,289,316.622,15.4,16.872,33.497,36.699,2.24,2.454,1026.289,6.926,6.926,6.926,16,16.421,0.56,0.575,7.558,7.757,0.17,0.174,19.361,19.361,19.361,
2024-04-10 18,1036.534,289,299.558,15.4,15.963,33.497,34.721,2.24,2.322,1049.124,6.929,6.929,6.929,16,16.786,0.56,0.588,7.558,7.929,0.17,0.178,19.406,19.406,19.406,
2024-04-10 17,953.45,456,434.773,16.03,15.284,37.082,35.356,2.42,2.307,979.611,6.946,6.946,6.946,15,14.694,0.56,0.549,7.659,7.503,0.15,0.147,19.452,19.452,19.452,
2024-04-10 16,804.298,456,366.76,16.03,12.893,37.082,29.825,2.42,1.946,752.191,6.975,6.975,6.975,15,11.283,0.56,0.421,7.659,5.761,0.15,0.113,19.5,19.5,19.5,
2024-04-10 15,953.339,305,290.768,15.58,14.853,32.211,30.708,2.41,2.298,976.406,6.984,6.984,6.984,14,13.67,0.49,0.478,7.349,7.176,0.16,0.156,19.466,19.466,19.466,
2024-04-10 14,1032.029,305,314.769,15.58,16.079,32.211,33.243,2.41,2.487,958.118,6.932,6.932,6.932,14,13.414,0.49,0.469,7.349,7.041,0.16,0.153,19.418,19.418,19.418,
2024-04-10 13,1039.464,452,469.838,14.65,15.228,32.469,33.75,2.61,2.713,956.394,6.917,6.917,6.917,13,12.433,0.62,0.593,7.168,6.855,0.15,0.143,19.295,19.295,19.295,
2024-04-10 12,1039.837,452,470.006,14.65,15.234,32.469,33.762,2.61,2.714,970.612,6.809,6.809,6.809,13,12.618,0.62,0.602,7.168,6.957,0.15,0.146,19.221,19.221,19.221,
2024-04-10 11,1022.516,344,351.746,14.81,15.143,35.476,36.275,2.68,2.74,758.353,6.772,6.772,6.772,12,9.1,0.63,0.478,7.051,5.347,0.14,0.106,19.062,19.062,19.062,
2024-04-10 10,851.415,344,292.887,14.81,12.609,35.476,30.205,2.68,2.282,787.06,6.792,6.792,6.792,12,9.445,0.63,0.496,7.051,5.55,0.14,0.11,19.044,19.044,19.044,
2024-04-10 09,1070.401,453,484.892,14.91,15.96,38.157,40.843,2.98,3.19,976.593,6.714,6.714,6.714,13,12.696,0.65,0.635,6.84,6.68,0.15,0.146,18.942,18.942,18.942,
2024-04-10 08,1061.88,453,481.032,14.91,15.833,38.157,40.518,2.98,3.164,971.127,6.841,6.841,6.841,13,12.625,0.65,0.631,6.84,6.643,0.15,0.146,18.895,18.895,18.895,
2024-04-10 07,1020.646,303,309.256,13.94,14.228,41.288,42.14,2.54,2.592,978.321,6.949,6.949,6.949,12,11.74,0.59,0.577,6.687,6.542,0.16,0.157,18.864,18.864,18.864,
2024-04-10 06,974.71,303,295.337,13.94,13.587,41.288,40.244,2.54,2.476,980.641,6.928,6.928,6.928,12,11.768,0.59,0.579,6.687,6.558,0.16,0.157,18.863,18.863,18.863,
2024-04-10 05,980.419,460,450.993,14.92,14.628,42.235,41.408,2.62,2.569,985.586,6.96,6.96,6.96,11,10.841,0.38,0.375,6.531,6.437,0.15,0.148,18.869,18.869,18.869,
2024-04-10 04,988.258,460,454.599,14.92,14.745,42.235,41.739,2.62,2.589,998.999,6.97,6.97,6.97,11,10.989,0.38,0.38,6.531,6.524,0.15,0.15,18.899,18.899,18.899,
2024-04-10 03,991.873,359,356.082,15.85,15.721,39.312,38.993,3.07,3.045,1004.53,6.99,6.99,6.99,16,16.072,0.61,0.613,6.752,6.783,0.16,0.161,18.893,18.893,18.893,
2024-04-10 02,968.365,359,347.643,15.85,15.349,39.312,38.068,3.07,2.973,1009.603,6.974,6.974,6.974,16,16.154,0.61,0.616,6.752,6.817,0.16,0.162,18.923,18.923,18.923,
2024-04-10 01,975.02,319,311.031,16.01,15.61,39.771,38.778,2.86,2.789,1001.402,6.961,6.961,6.961,15,15.021,0.53,0.531,7.089,7.099,0.18,0.18,18.943,18.943,18.943,
2024-04-10 00,992.022,319,316.455,16.01,15.882,39.771,39.454,2.86,2.837,964.644,6.977,6.977,6.977,15,14.47,0.53,0.511,7.089,6.838,0.18,0.174,18.967,18.967,18.967,
2024-04-09 23,988.35,326,322.202,15.57,15.389,40.73,40.255,2.62,2.589,969.818,6.956,6.956,6.956,15,14.547,0.49,0.475,7.384,7.161,0.16,0.155,18.999,18.999,18.999,
2024-04-09 22,984.705,326,321.014,15.57,15.332,40.73,40.107,2.62,2.58,1053.263,6.92,6.92,6.92,15,15.799,0.49,0.516,7.384,7.777,0.16,0.169,19.018,19.018,19.018,
2024-04-09 21,983.543,398,391.45,14.8,14.556,40.552,39.885,2.46,2.42,967.227,6.91,6.91,6.91,12,11.607,0.62,0.6,7.466,7.221,0.17,0.164,19.044,19.044,19.044,
2024-04-09 20,982.418,398,391.002,14.8,14.54,40.552,39.839,2.46,2.417,949.978,6.931,6.931,6.931,12,11.4,0.62,0.589,7.466,7.093,0.17,0.161,19.073,19.073,19.073,
2024-04-09 19,982.343,324,318.279,15.98,15.698,38.274,37.598,2.15,2.112,942.15,6.875,6.875,6.875,14,13.19,0.52,0.49,7.492,7.059,0.16,0.151,19.118,19.118,19.118,
2024-04-09 18,983.923,324,318.791,15.98,15.723,38.274,37.659,2.15,2.115,953.842,6.772,6.772,6.772,14,13.354,0.52,0.496,7.492,7.146,0.16,0.153,19.164,19.164,19.164,
2024-04-09 17,984.58,404,397.77,15.52,15.281,35.966,35.411,2.21,2.176,940.191,6.708,6.708,6.708,12,11.282,0.56,0.527,7.543,7.092,0.15,0.141,19.219,19.219,19.219,
2024-04-09 16,898.984,404,363.19,15.52,13.952,35.966,32.333,2.21,1.987,763.457,6.657,6.657,6.657,12,9.161,0.56,0.428,7.543,5.759,0.15,0.115,19.21,19.21,19.21,
2024-04-09 15,969.569,347,336.44,14.17,13.739,34.327,33.282,2.45,2.375,897.963,6.666,6.666,6.666,14,12.571,0.63,0.566,7.695,6.91,0.17,0.153,19.208,19.208,19.208,
2024-04-09 14,967.9,347,335.861,14.17,13.715,34.327,33.225,2.45,2.371,934.457,6.675,6.675,6.675,14,13.082,0.63,0.589,7.695,7.191,0.17,0.159,19.161,19.161,19.161,
2024-04-09 13,955.913,324,309.716,13.83,13.22,33.784,32.295,2.62,2.504,897.337,6.679,6.679,6.679,14,12.563,0.48,0.431,7.655,6.869,0.15,0.135,19.061,19.061,19.061,
2024-04-09 12,957.586,324,310.258,13.83,13.243,33.784,32.351,2.62,2.509,902.429,6.711,6.711,6.711,14,12.634,0.48,0.433,7.655,6.908,0.15,0.135,18.879,18.879,18.879,
2024-04-09 11,980.34,295,289.2,14.46,14.176,35.302,34.608,2.38,2.333,936.83,6.707,6.707,6.707,14,13.116,0.7,0.656,7.425,6.956,0.16,0.15,18.729,18.729,18.729,
2024-04-09 10,973.109,295,287.067,14.46,14.071,35.302,34.353,2.38,2.316,926.098,6.718,6.718,6.718,14,12.965,0.7,0.648,7.425,6.876,0.16,0.148,18.577,18.577,18.577,
2024-04-09 09,984.225,339,333.652,14.42,14.193,35.298,34.741,5.47,5.384,930.337,6.808,6.808,6.808,14,13.025,0.77,0.716,7.458,6.938,0.15,0.14,18.523,18.523,18.523,
2024-04-09 08,964.359,339,326.918,14.42,13.906,35.298,34.04,5.47,5.275,941.349,6.913,6.913,6.913,14,13.179,0.77,0.725,7.458,7.021,0.15,0.141,18.498,18.498,18.498,
2024-04-09 07,964.093,331,319.115,13.7,13.208,37.521,36.174,6.2,5.977,945.717,7.005,7.005,7.005,16,15.131,0.64,0.605,7.566,7.155,0.14,0.132,18.471,18.471,18.471,
2024-04-09 06,964.33,331,319.193,13.7,13.211,37.521,36.183,6.2,5.979,948.448,6.991,6.991,6.991,16,15.175,0.64,0.607,7.566,7.176,0.14,0.133,18.501,18.501,18.501,
2024-04-09 05,967.865,295,285.52,14.6,14.131,33.849,32.761,5.73,5.546,961.088,6.965,6.965,6.965,14,13.455,0.65,0.625,7.766,7.464,0.16,0.154,18.53,18.53,18.53,
2024-04-09 04,971.184,295,286.499,14.6,14.179,33.849,32.874,5.73,5.565,957.873,6.954,6.954,6.954,14,13.41,0.65,0.623,7.766,7.439,0.16,0.153,18.526,18.526,18.526,
2024-04-09 03,974.801,334,325.584,13.45,13.111,33.481,32.637,5.57,5.43,959.921,6.935,6.935,6.935,18,17.279,0.71,0.682,7.815,7.502,0.15,0.144,18.552,18.552,18.552,
2024-04-09 02,976.796,334,326.25,13.45,13.138,33.481,32.704,5.57,5.441,978.121,6.945,6.945,6.945,18,17.606,0.71,0.694,7.815,7.644,0.15,0.147,18.576,18.576,18.576,
2024-04-09 01,987.785,344,339.798,13.45,13.286,33.488,33.079,5.4,5.334,991.719,6.941,6.941,6.941,13,12.892,0.69,0.684,7.696,7.632,0.14,0.139,18.631,18.631,18.631,
2024-04-09 00,813.37,344,279.799,13.45,10.94,33.488,27.238,5.4,4.392,854.444,6.962,6.962,6.962,13,11.108,0.69,0.59,7.696,6.576,0.14,0.12,18.658,18.658,18.658,
2024-04-08 23,1015.855,322,327.105,13.5,13.714,33.869,34.406,4.89,4.968,1017.986,6.906,6.906,6.906,14,14.252,0.8,0.814,7.381,7.514,0.17,0.173,18.678,18.678,18.678,
2024-04-08 22,1002.172,322,322.699,13.5,13.529,33.869,33.943,4.89,4.901,979.323,6.905,6.905,6.905,14,13.711,0.8,0.783,7.381,7.228,0.17,0.166,18.703,18.703,18.703,
2024-04-08 21,992.02,345,342.247,12.26,12.162,33.492,33.225,5.87,5.823,997.824,6.905,6.905,6.905,12,11.974,0.71,0.708,7.124,7.108,0.15,0.15,18.755,18.755,18.755,
2024-04-08 20,988.701,345,341.102,12.26,12.121,33.492,33.114,5.87,5.804,1017.699,6.891,6.891,6.891,12,12.212,0.71,0.723,7.124,7.25,0.15,0.153,18.83,18.83,18.83,
2024-04-08 19,982.181,294,288.761,12.95,12.719,33.262,32.669,4.34,4.263,976.399,6.912,6.912,6.912,14,13.67,0.53,0.517,7.019,6.853,0.16,0.156,18.91,18.91,18.91,
2024-04-08 18,946.409,294,278.244,12.95,12.256,33.262,31.479,4.34,4.107,939.319,6.929,6.929,6.929,14,13.15,0.53,0.498,7.019,6.593,0.16,0.15,18.982,18.982,18.982,
